test_loss,test_correct,test_dataset_length,test_accuracy,train_loss,train_correct,train_dataset_length,train_accuracy
0.00135458961725235,5778,10000,57.78,0.020816469651460646,29222,50000,58.444
0.001210275411605835,6068,10000,60.68,0.018461323175430297,30521,50000,61.042
0.0011862983107566833,6235,10000,62.35,0.017789810905456543,31841,50000,63.682
0.0010915377140045166,6464,10000,64.64,0.01615919982433319,33048,50000,66.096
0.001291745090484619,5873,10000,58.73,0.019645448435544968,29816,50000,59.632
0.0010307148814201355,6728,10000,67.28,0.015266165171861648,34528,50000,69.056
0.001051568865776062,6644,10000,66.44,0.015555552182197572,33951,50000,67.902
0.001035940134525299,6601,10000,66.01,0.015249679609537124,34018,50000,68.036
0.0009938213467597962,6820,10000,68.2,0.014775036041736602,34944,50000,69.888
0.0007931295275688171,7373,10000,73.73,0.011452509373426437,37794,50000,75.588
0.0007446259260177612,7579,10000,75.79,0.010400938028097153,38876,50000,77.752
0.0007452167570590973,7504,10000,75.04,0.010297983112335206,39069,50000,78.138
0.0009100328207015991,6839,10000,68.39,0.012489440522789955,35958,50000,71.916
0.0006958331167697906,7701,10000,77.01,0.009542452572584152,39813,50000,79.626
0.0007575713992118836,7474,10000,74.74,0.010198346430063248,39142,50000,78.284
0.0006971287369728088,7707,10000,77.07,0.009382443690299988,40107,50000,80.214
0.0007203606784343719,7657,10000,76.57,0.009631083999872208,39764,50000,79.528
0.0007049128890037537,7713,10000,77.13,0.009315506285130977,40138,50000,80.276
0.000691797137260437,7732,10000,77.32,0.009038102602958679,40432,50000,80.864
0.0006831958472728729,7739,10000,77.39,0.0090566845536232,40412,50000,80.824
0.0008069003999233245,7369,10000,73.69,0.010791160104870795,38442,50000,76.884
0.0006965754687786103,7687,10000,76.87,0.00903046626150608,40197,50000,80.394
0.0007239205181598663,7621,10000,76.21,0.009732327587604523,39582,50000,79.164
0.0007137133359909057,7675,10000,76.75,0.00907839282989502,40349,50000,80.698
0.0006902798116207123,7736,10000,77.36,0.008662419902682305,40754,50000,81.508
0.0007290598630905152,7625,10000,76.25,0.009188645272254943,40261,50000,80.522
0.0006879189193248748,7698,10000,76.98,0.00856107498973608,40818,50000,81.636
0.000664928561449051,7794,10000,77.94,0.008386187330782413,41096,50000,82.192
0.0006833315908908844,7748,10000,77.48,0.00860099345266819,40755,50000,81.51
0.0006791767716407776,7694,10000,76.94,0.00833751445800066,40918,50000,81.836
0.0006611081302165986,7824,10000,78.24,0.008090622345805168,41322,50000,82.644
0.0006807520568370819,7723,10000,77.23,0.008494543714523316,40906,50000,81.812
0.000780085164308548,7514,10000,75.14,0.009733213343024254,39685,50000,79.37
0.0006718397378921508,7751,10000,77.51,0.008134763602316379,41218,50000,82.436
0.0006541826844215393,7820,10000,78.2,0.008037673018574715,41391,50000,82.782
0.0007174262940883636,7613,10000,76.13,0.008819721593260764,40527,50000,81.054
0.0006967738449573517,7685,10000,76.85,0.008600383828282356,40742,50000,81.484
0.0006977168679237366,7673,10000,76.73,0.008591775485873223,40619,50000,81.238
0.0006564513981342316,7853,10000,78.53,0.007830760417878628,41571,50000,83.142
0.0006859257578849793,7744,10000,77.44,0.00834247793763876,41100,50000,82.2
0.0006595869362354278,7870,10000,78.7,0.007759709284305572,41603,50000,83.206
0.0006619183421134949,7821,10000,78.21,0.007751061644256115,41631,50000,83.262
0.0006806647479534149,7781,10000,77.81,0.008273700023591518,41176,50000,82.352
0.0007000239312648773,7705,10000,77.05,0.008321480632722377,41066,50000,82.132
0.0007431451618671417,7546,10000,75.46,0.009278602481484413,40075,50000,80.15
0.0006702467441558838,7750,10000,77.5,0.008010732664167882,41512,50000,83.024
0.0006607717633247375,7821,10000,78.21,0.00785803124755621,41809,50000,83.618
0.0006830846011638642,7786,10000,77.86,0.008149643205702306,41329,50000,82.658
0.0006538457989692688,7826,10000,78.26,0.007843141994476319,41571,50000,83.142
0.0007339010894298554,7615,10000,76.15,0.008749499685466289,40673,50000,81.346
0.0006798280298709869,7808,10000,78.08,0.007859535012841225,41513,50000,83.026
0.0006686844527721405,7825,10000,78.25,0.007904338758289813,41528,50000,83.056
0.0006745812594890594,7812,10000,78.12,0.00784786366134882,41633,50000,83.266
0.0006974436938762665,7734,10000,77.34,0.00805157235816121,41447,50000,82.894
0.0006133005380630493,7981,10000,79.81,0.006610787998735905,42960,50000,85.92
0.0006318480908870697,7912,10000,79.12,0.0068341421690583225,42578,50000,85.156
0.000612608802318573,8015,10000,80.15,0.00660026879221201,42858,50000,85.716
0.0006341022908687592,7977,10000,79.77,0.0066370353525877,43014,50000,86.028
0.000623371571302414,7981,10000,79.81,0.006433646577596664,43203,50000,86.406
0.0005857013285160065,8089,10000,80.89,0.006057589043080807,43437,50000,86.874
0.0005949477314949036,8074,10000,80.74,0.005982645256221294,43600,50000,87.2
0.0005890961825847625,8119,10000,81.19,0.00588780962139368,43625,50000,87.25
0.0006858854651451111,7868,10000,78.68,0.007157517996132374,42481,50000,84.962
0.0006008711278438568,8072,10000,80.72,0.005902282933592796,43551,50000,87.102
0.0005931637048721313,8097,10000,80.97,0.005740941517949104,43736,50000,87.472
0.0006532374620437622,8022,10000,80.22,0.0066161458285152915,43078,50000,86.156
0.0005982888102531433,8095,10000,80.95,0.005982278930544854,43460,50000,86.92
0.0005976321518421173,8048,10000,80.48,0.005900547061264515,43596,50000,87.192
0.0005779158711433411,8124,10000,81.24,0.005884007460922003,43548,50000,87.096
0.0006745851933956146,7801,10000,78.01,0.007367981117963791,42102,50000,84.204
0.0006404341757297516,7978,10000,79.78,0.006337995916306973,43230,50000,86.46
0.0006002621591091156,8067,10000,80.67,0.005899386888593435,43593,50000,87.186
0.0006295728445053101,7998,10000,79.98,0.006053211258649826,43483,50000,86.966
0.0005751480460166931,8126,10000,81.26,0.005533023100495338,44052,50000,88.104
0.0006092248439788818,8049,10000,80.49,0.006074954752624035,43395,50000,86.79
0.0006128351002931595,7997,10000,79.97,0.0058136774069070815,43683,50000,87.366
0.0006337926030158997,7962,10000,79.62,0.006157017032504082,43370,50000,86.74
0.0006211873352527618,8008,10000,80.08,0.005892391013652086,43548,50000,87.096
0.0006567375421524048,7927,10000,79.27,0.006564665849208832,42822,50000,85.644
0.0006372764050960541,8008,10000,80.08,0.006362320562899113,43237,50000,86.474
0.0006047791004180908,8084,10000,80.84,0.005694274731427431,43819,50000,87.638
0.0006382769048213959,7990,10000,79.9,0.006419291993379593,43224,50000,86.448
0.0006000891268253326,8088,10000,80.88,0.005426286528259516,44066,50000,88.132
0.000614490818977356,8021,10000,80.21,0.005794481119513512,43642,50000,87.284
0.0007687162041664123,7784,10000,77.84,0.007656454731076956,42223,50000,84.446
0.0006376346528530121,8006,10000,80.06,0.005897112892866135,43690,50000,87.38
0.0006386825144290924,7974,10000,79.74,0.006056868393421173,43419,50000,86.838
0.0006193463027477264,8038,10000,80.38,0.005599963825494051,43914,50000,87.828
0.0006332500278949738,7975,10000,79.75,0.006020845787078142,43653,50000,87.306
0.0005957751870155335,8079,10000,80.79,0.005620441163182259,43872,50000,87.744
0.0005851234495639801,8123,10000,81.23,0.005402067146450282,44096,50000,88.192
0.0006122713923454285,8031,10000,80.31,0.005738043982982635,43725,50000,87.45
0.0006242068529129028,8036,10000,80.36,0.005517970320731401,44020,50000,88.04
0.0006227185249328614,8040,10000,80.4,0.005592598220854997,44013,50000,88.026
0.0006206681251525878,8054,10000,80.54,0.00577495178192854,43721,50000,87.442
0.0006224562585353851,8023,10000,80.23,0.005438196808099747,44138,50000,88.276
0.0006200088918209076,8045,10000,80.45,0.005682677454650402,43895,50000,87.79
0.0006115930616855622,8101,10000,81.01,0.005541116021573544,44039,50000,88.078
0.0006288512706756592,8028,10000,80.28,0.005894452127814293,43601,50000,87.202
