train_loss,train_correct,train_dataset_length,train_accuracy,test_loss,test_correct,test_dataset_length,test_accuracy
0.011465207521915436,37524,50000,75.048,0.0008255380153656006,7257,10000,72.57
0.011242808929085732,37533,50000,75.066,0.0007993333995342254,7262,10000,72.62
0.011759055269360542,37184,50000,74.368,0.0008342867374420166,7211,10000,72.11
0.01054813432276249,38587,50000,77.174,0.0007622437477111816,7458,10000,74.58
0.010630983496904374,38415,50000,76.83,0.0007657335460186004,7405,10000,74.05
0.011506135699748992,37263,50000,74.526,0.000812591165304184,7213,10000,72.13
0.011039741139411927,37906,50000,75.812,0.0007980894982814789,7308,10000,73.08
0.010344414398670197,38697,50000,77.394,0.0007543619930744171,7462,10000,74.62
0.010086243088841438,38897,50000,77.794,0.000734404456615448,7533,10000,75.33
0.01024541945040226,38987,50000,77.974,0.0007505973815917969,7529,10000,75.29
0.010609050610661506,38556,50000,77.112,0.0007810942590236664,7452,10000,74.52
0.009854576357007027,39075,50000,78.15,0.0007213551044464112,7583,10000,75.83
0.009483075952231884,39592,50000,79.184,0.0007154831230640411,7606,10000,76.06
0.009462219931483268,39644,50000,79.288,0.0007043876707553864,7690,10000,76.9
0.010121534067392348,38732,50000,77.464,0.0007538860440254212,7434,10000,74.34
0.009153408755958081,39976,50000,79.952,0.0007014292180538178,7636,10000,76.36
0.009824038388729096,39300,50000,78.6,0.0007362482070922852,7527,10000,75.27
0.009547530302405358,39378,50000,78.756,0.0007198206961154937,7580,10000,75.8
0.008700693577229976,40404,50000,80.808,0.0006556357562541962,7784,10000,77.84
0.009350887052416802,39713,50000,79.426,0.0007080373227596283,7632,10000,76.32
0.008891417237520217,40295,50000,80.59,0.0006707037627696991,7741,10000,77.41
0.009430702874660492,39772,50000,79.544,0.0007084254145622253,7623,10000,76.23
0.010180528547167778,38868,50000,77.736,0.0007658623039722443,7486,10000,74.86
0.008507813220620155,40575,50000,81.15,0.0006484728038311005,7819,10000,78.19
0.009153219235539436,40130,50000,80.26,0.0007021332204341889,7656,10000,76.56
0.009765990772843361,39337,50000,78.674,0.0007239859342575073,7549,10000,75.49
0.008409230595231056,40637,50000,81.274,0.0006649488091468811,7797,10000,77.97
0.008881514149308205,40315,50000,80.63,0.0006884722769260407,7714,10000,77.14
0.008965619941353798,40192,50000,80.384,0.0006787028014659882,7710,10000,77.1
0.011044175307154656,37846,50000,75.692,0.0008128353178501129,7207,10000,72.07
0.008672034494578838,40248,50000,80.496,0.0006785115480422973,7658,10000,76.58
0.008275079394578933,40792,50000,81.584,0.000646061646938324,7820,10000,78.2
0.00825450769007206,40882,50000,81.764,0.000645221346616745,7889,10000,78.89
0.010474059042334557,38767,50000,77.534,0.0007856789529323577,7437,10000,74.37
0.008633531212806701,40380,50000,80.76,0.0006610636711120606,7749,10000,77.49
0.008357818799614907,40662,50000,81.324,0.0006386709749698639,7825,10000,78.25
0.008913111915588379,40168,50000,80.336,0.0006897742450237274,7679,10000,76.79
0.00926936957269907,39891,50000,79.782,0.0007074332118034363,7629,10000,76.29
0.007998917166292667,41127,50000,82.254,0.0006326418280601502,7910,10000,79.1
0.008400339674651622,40661,50000,81.322,0.0006414369285106659,7802,10000,78.02
0.009024312031269074,40018,50000,80.036,0.0006810933768749238,7710,10000,77.1
0.007989502610564232,41253,50000,82.506,0.0006284575045108795,7873,10000,78.73
0.00875365947186947,40152,50000,80.304,0.0006864128053188324,7688,10000,76.88
0.008554281002283096,40561,50000,81.122,0.0006672659814357757,7775,10000,77.75
0.008892218386530875,40250,50000,80.5,0.0006910972952842712,7742,10000,77.42
0.009225143992602824,39966,50000,79.932,0.0007267359972000122,7653,10000,76.53
0.008768307816386222,40624,50000,81.248,0.0006865741014480591,7705,10000,77.05
0.007714031602442264,41604,50000,83.208,0.000619626384973526,7959,10000,79.59
0.008215575346052646,40932,50000,81.864,0.0006461332380771637,7812,10000,78.12
0.004793245704323054,44753,50000,89.506,0.00045795565247535707,8413,10000,84.13
0.00432144832983613,45205,50000,90.41,0.0004408838301897049,8501,10000,85.01
0.004166393775641918,45384,50000,90.768,0.00044033513963222503,8480,10000,84.8
0.0038719647024571895,45709,50000,91.418,0.0004338718593120575,8574,10000,85.74
0.003707093489989638,45930,50000,91.86,0.00042706191539764403,8604,10000,86.04
0.003611962829977274,46034,50000,92.068,0.00041834742426872254,8594,10000,85.94
0.0034780340992659332,46185,50000,92.37,0.0004350664287805557,8613,10000,86.13
0.0033395206248760224,46298,50000,92.596,0.00043473681211471556,8587,10000,85.87
0.003223230778798461,46411,50000,92.822,0.00042967373728752134,8610,10000,86.1
0.003206679855212569,46455,50000,92.91,0.0004376919895410538,8590,10000,85.9
0.003097424699291587,46570,50000,93.14,0.0004407569050788879,8625,10000,86.25
0.002972788270264864,46676,50000,93.352,0.00044306514263153075,8589,10000,85.89
0.002877790475897491,46828,50000,93.656,0.00044012952744960785,8630,10000,86.3
0.002816722516193986,46874,50000,93.748,0.0004356291025876999,8646,10000,86.46
0.0027528378142789005,46940,50000,93.88,0.0004475064784288406,8598,10000,85.98
0.0027678148647025226,46915,50000,93.83,0.0004489085614681244,8601,10000,86.01
0.0026447286513075234,47080,50000,94.16,0.0004580515533685684,8557,10000,85.57
0.002618276721611619,47058,50000,94.116,0.0004562097251415253,8579,10000,85.79
0.00248223783981055,47262,50000,94.524,0.00044221510589122773,8602,10000,86.02
0.002395978876873851,47348,50000,94.696,0.0004394174188375473,8643,10000,86.43
0.002347012814618647,47425,50000,94.85,0.0004529364824295044,8606,10000,86.06
0.002431584996916354,47296,50000,94.592,0.0004654540330171585,8615,10000,86.15
0.0022873780285194516,47477,50000,94.954,0.00046276982128620145,8583,10000,85.83
0.0023806227777525783,47371,50000,94.742,0.00046750318706035616,8572,10000,85.72
0.002198535843663849,47517,50000,95.034,0.000475597083568573,8582,10000,85.82
0.002325331270210445,47406,50000,94.812,0.0004628143608570099,8601,10000,86.01
0.0021707863506302237,47574,50000,95.148,0.00048199053406715396,8565,10000,85.65
0.0021648655768856406,47547,50000,95.094,0.0004815312772989273,8559,10000,85.59
0.002139703038111329,47596,50000,95.192,0.0004784255236387253,8614,10000,86.14
0.002143753515854478,47597,50000,95.194,0.00047238932251930237,8640,10000,86.4
0.0020602207009494306,47720,50000,95.44,0.0004950827598571777,8575,10000,85.75
0.0020764165465161203,47656,50000,95.312,0.0004911121159791946,8576,10000,85.76
0.0019880513353273273,47781,50000,95.562,0.00048406344652175904,8575,10000,85.75
0.002027937470898032,47681,50000,95.362,0.0004776454657316208,8618,10000,86.18
0.0019513501981832087,47768,50000,95.536,0.0004922241985797882,8559,10000,85.59
0.0019601798342354596,47839,50000,95.678,0.00048060833513736723,8603,10000,86.03
0.001895578326061368,47853,50000,95.706,0.0004997481167316437,8561,10000,85.61
0.0019187862743949517,47872,50000,95.744,0.0004993550330400467,8541,10000,85.41
0.0018800978972949088,47901,50000,95.802,0.0004996508687734604,8557,10000,85.57
0.0018091809719614684,48002,50000,96.004,0.0004973271191120147,8579,10000,85.79
0.0019288075244799257,47862,50000,95.724,0.0005048020660877228,8505,10000,85.05
0.0018607513031363488,47939,50000,95.878,0.0005154244273900986,8557,10000,85.57
0.0017607754297368227,48070,50000,96.14,0.0005035110473632813,8537,10000,85.37
0.0016897043639421464,48171,50000,96.342,0.0004799937576055527,8614,10000,86.14
0.0017349933079537005,48095,50000,96.19,0.0004897589057683945,8594,10000,85.94
0.001287753629758954,48644,50000,97.288,0.00045672865509986877,8672,10000,86.72
0.0011572039138432592,48794,50000,97.588,0.00046860530078411103,8675,10000,86.75
0.001107706735022366,48823,50000,97.646,0.00047404126524925233,8689,10000,86.89
0.0010241408108640463,48922,50000,97.844,0.0004809533268213272,8683,10000,86.83
0.0009712494699377567,48983,50000,97.966,0.0004913823008537293,8712,10000,87.12
0.0009641917292168364,48945,50000,97.89,0.0004847394555807114,8693,10000,86.93
0.0009228739898977801,49045,50000,98.09,0.00048464398086071013,8677,10000,86.77
0.0009250718377111479,49042,50000,98.084,0.0004789418578147888,8691,10000,86.91
0.0008825446900958195,49050,50000,98.1,0.0004890326708555222,8726,10000,87.26
0.0008418066983856261,49131,50000,98.262,0.0004969447731971741,8683,10000,86.83
0.0007777820743946358,49175,50000,98.35,0.0004941353857517242,8718,10000,87.18
0.000835999212723691,49097,50000,98.194,0.0004946493089199066,8702,10000,87.02
0.0008294316124264151,49113,50000,98.226,0.0004981482148170471,8719,10000,87.19
0.0007664788248762488,49185,50000,98.37,0.0005102931708097458,8670,10000,86.7
0.0007565210179053247,49200,50000,98.4,0.0005066391915082932,8717,10000,87.17
0.0007358770806365646,49216,50000,98.432,0.0005029303640127183,8712,10000,87.12
0.0007377962000085972,49210,50000,98.42,0.0005107297241687775,8716,10000,87.16
0.000711039120387286,49252,50000,98.504,0.0005029825806617737,8716,10000,87.16
0.0006903860709257424,49262,50000,98.524,0.000511449521780014,8725,10000,87.25
0.0006755429441900924,49288,50000,98.576,0.0004994966685771942,8706,10000,87.06
0.0006565892661362886,49328,50000,98.656,0.0005231241643428803,8691,10000,86.91
0.0006949492773087695,49302,50000,98.604,0.0005147324740886688,8713,10000,87.13
0.0006427213363279588,49333,50000,98.666,0.0005211292356252671,8730,10000,87.3
0.0006163151292968541,49344,50000,98.688,0.0005340102404356003,8698,10000,86.98
0.0006431411444582045,49342,50000,98.684,0.0005248329639434815,8723,10000,87.23
0.0006005475409515202,49408,50000,98.816,0.0005203129917383194,8705,10000,87.05
0.0006517122252518311,49303,50000,98.606,0.0005471856206655503,8686,10000,86.86
0.0005975695982947945,49343,50000,98.686,0.0005298399060964584,8728,10000,87.28
0.0005822647175891325,49393,50000,98.786,0.0005311065346002579,8722,10000,87.22
0.000546023262606468,49428,50000,98.856,0.0005302978605031967,8691,10000,86.91
0.0005781669278256595,49382,50000,98.764,0.0005126522660255432,8735,10000,87.35
0.0005289069588808343,49442,50000,98.884,0.0005406005650758744,8725,10000,87.25
0.0005496998834935949,49409,50000,98.818,0.0005257098585367203,8710,10000,87.1
0.0005225280970009043,49458,50000,98.916,0.0005427779287099838,8731,10000,87.31
0.0005253234083065763,49443,50000,98.886,0.000536875456571579,8708,10000,87.08
0.0005308267993619666,49443,50000,98.886,0.0005378193825483322,8716,10000,87.16
0.0005017881166865118,49460,50000,98.92,0.0005528479695320129,8686,10000,86.86
0.0004963221061509102,49496,50000,98.992,0.0005395828574895859,8709,10000,87.09
0.0004987847236567177,49499,50000,98.998,0.0005655433475971221,8674,10000,86.74
0.0005222635311866179,49449,50000,98.898,0.0005653121799230576,8656,10000,86.56
0.0005460833835951053,49427,50000,98.854,0.0005603007972240448,8692,10000,86.92
0.00048744511580793185,49483,50000,98.966,0.0005588126838207244,8673,10000,86.73
0.0004815504283434711,49495,50000,98.99,0.0005550263375043869,8691,10000,86.91
0.00048191418954869733,49510,50000,99.02,0.0005690284729003906,8702,10000,87.02
0.00045405833661556243,49541,50000,99.082,0.0005690306544303894,8705,10000,87.05
